Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
Pretty much a repeat of the other two with only one or two new things e. a toy car roller coaster swimming in dip etc. Dont be swayed by the naysayers.,0.049933,0.064339,0.074254,0.567119,0.108381,Joy
This is a wonderfully spooky film.,0.094184,0.183507,0.081214,0.482562,0.056471,Joy
This was a thesis project for the writerdirector  JT Petty.,0.248553,0.19673,0.215402,0.108777,0.28167,Sadness
He did a great job of having me on the edge of my seat.,0.063454,0.047657,0.072588,0.549699,0.125212,Joy
I never really knew what to expect and for a jaded horrormovie goer this is Nirvana The film concerns an elderly man who lives in a isolated log cabin in the woods.,0.148803,0.336957,0.241549,0.001558,0.452428,Sadness
One day while searching for his cat in the woods he witnesses the murder of a child or does he He agonizes about this the rest of the film.,0.263047,0.676317,0.193155,0.007423,0.063325,Disgust
What is most unusual about this film is that here is no dialogue until the last few scenes.,0.108975,0.473184,0.045135,0.029512,0.457857,Disgust
I found this to be intriguing.,0.073897,0.093813,0.373346,0.176496,0.226409,Fear
The writer manages to get hold of your senses and gives them a relentless tug.,0.182125,0.069913,0.329774,0.182922,0.201124,Fear
Give this film a go you wont be disappointed.,0.218829,0.251477,0.279401,0.001624,0.432492,Sadness
Youd think that the Lord of Darkness has other things on His mind than to fornicate with a German Shepard and take over the world one evil puppy at the time but apparently not.,0.300973,0.105939,0.173112,0.018915,0.527223,Sadness
Exactly like little Damien in The Omen one of the puppies is taken in by model family and grows up to become a beautiful and charismatic animal.,0.035118,0.10683,0.003406,0.502593,0.199776,Joy
But Lucky  thats the dogs name  is pure evil and liquidates annoying neighbors and nosy school teachers in derivative and tamely executed ways.,0.493718,0.274758,0.037688,0.185578,0.034681,Anger
He also inflicts his malignant character on the family wife and children but he cannot force the father Richard Crenna to stick his arm into a lawnmower because hes a chosen one.,0.336816,0.313663,0.183729,0.026092,0.305071,Anger
The whole thing becomes too moronic for words when Crenna eventually travels to Ecuador to search for an ancient wall painting and gets advice from an old witchdoctor who speaks perfect English.,0.170805,0.15244,0.092381,0.416778,0.071486,Joy
I guess he learned that living in isolation atop of a mountain his entire life.,0.138829,0.071921,0.150217,0.146651,0.445098,Sadness
The special effects are pathetic especially near the end when the Satandog mutates into an utterly cheesy shadow on the wall.,0.183085,0.16608,0.459062,0.021396,0.311168,Fear
Devil Dog is a truly dumb movie but its definitely hilarious to watch late at night with some friends and loads of liquor.,0.107664,0.068528,0.197056,0.347257,0.158649,Joy
There are entertaining brief cameos of Martine Beswick Dr. Jekyll and Sister Hyde as the terrifying cult queen and R. Armstrong The Car The Pack as the evil fruit vegetable and puppy salesman.,0.156442,0.347274,0.402171,0.076527,0.116116,Fear
And yes that annoying daughter is the same kid who gets blown away complaining about her icecream in Carpenters Assault on Precinct 13. this is definatly up there with some of the worst of the MSTifyed movies but I have definately seen worse.,0.484087,0.529916,0.087928,0.001019,0.131139,Disgust
Think Gremlins rated R.,0.179946,0.772572,0.118731,0.003097,0.09164,Disgust
And I think was meant to bad like Mars Attacks.,0.183188,0.239543,0.450348,0.0006,0.314323,Fear
So I guess Im standing up for this movie and giving it a 5 and betraying all my fellow MSTies.,0.334228,0.358528,0.105638,0.040761,0.308594,Disgust
Gunter Grass novel The Tin Drum filmed by Volker Schlndorff 1979is another fine film adaptation of interior monologue which I favorably compare with Stricks film.,0.114948,0.542032,0.041827,0.121064,0.204331,Disgust
While there are clearly recognized Dublin landmarks in the original novel and in the film there are also recognizable characters although with different names in the novel.,0.136271,0.277536,0.049281,0.116593,0.430559,Sadness
For example Buck Mulligan with whom Dedalus lives turns out to be a then prominent Dublin surgeon.,0.327456,0.313338,0.242455,0.039541,0.239884,Anger
This film for all of its excellence is made even richer by additional viewings.,0.095694,0.229673,0.041295,0.336198,0.195956,Joy
com 15 June 2008.,0.09176,0.07243,0.288528,0.262017,0.189486,Fear
We all know a movie never does complete justice to the book but this is exceptional.,0.403141,0.077002,0.079753,0.111993,0.352198,Anger
Important characters were cut out Blanca and Alba were essentially mushed into the same character most of the subplots and major elements of the main plot were eliminated.,0.218991,0.093055,0.225703,0.085444,0.416901,Sadness
Claras clairvoyance was extremely downplayed making her seem like a much more shallow character than the one I got to know in the book.,0.118473,0.100501,0.106155,0.113901,0.538805,Sadness
In the book we learn more about her powers and the important effects she had on so many people which in turn was a key element in the life of the family.,0.097545,0.014998,0.027802,0.400291,0.292855,Joy
In the movie she was no more than some special lady.,0.026605,0.20187,0.036018,0.569474,0.053437,Joy
One of the most fundamental things about the book that the film is all but stripped of this is called The House of the Spirits.,0.116375,0.088543,0.258335,0.06974,0.497935,Sadness
Where is the house The story of 34 generations of a family is supposed to revolve around the big house on the corner a line stated so many times in the novel.,0.095881,0.208754,0.101752,0.036102,0.63438,Sadness
The house in fundamental to the story but the movie unjustly relegates it to a mere backdrop.,0.657229,0.111671,0.129873,0.070516,0.114911,Anger
If I hadnt read the book before I would have never guessed that such a sappy shallow movie could be based on such a rich and entertaining novel.,0.053467,0.170874,0.205378,0.130703,0.417078,Sadness
This story was probably one of the most powerful I have ever taken in.,0.109194,0.095647,0.102642,0.352403,0.219299,Joy
John Singleton certainly went above and beyond when putting together this educational masterpiece.,0.220133,0.460801,0.067636,0.187407,0.080498,Disgust
Brilliant performances by the whole cast but Epps and Rapaport turned in the best and most convincing of either young stars career.,0.022302,0.036083,0.028935,0.700111,0.092069,Joy
However as a college student myself many of the issues that Singleton touched on were taken to the extreme.,0.424162,0.28668,0.137631,0.041193,0.268006,Anger
In a sense that while they are issues faced on many college campuses they arent presented as big or out in the open as this movie would make one believe.,0.119436,0.066785,0.079004,0.247944,0.3788,Sadness
In some instances it almost seemed ridiculous to think that something of this nature could actually occur.,0.385136,0.280424,0.157524,0.004607,0.374387,Anger
However aside from the fact that it was a little over dramatic the film was brilliant and left me stunned unable to talk just think.,0.165745,0.128283,0.103426,0.023187,0.671122,Sadness
One of the things from this picture I will remember forever was a quote from Lawrence Fishburns character Knowledge is power without knowledge you cannot see your power.,0.065548,0.272535,0.1037,0.151802,0.38195,Sadness
Brilliant just brilliant.,0.087345,0.056356,0.058024,0.507884,0.147491,Joy
This movie must be in line for the most boring movie in years.,0.188528,0.160623,0.092477,0.025895,0.628994,Sadness
Not even woody Harrison can save this movie from sinking to the bottom.,0.088074,0.193341,0.241933,0.003624,0.605104,Sadness
The murder in this movie are supposed to be the point of interest in this movie but is not nothing is of any interest.,0.203375,0.309217,0.169326,0.005067,0.487974,Sadness
They made a boring movie but hid it well with the names of good actors and actresses on their cast.,0.098134,0.054844,0.118292,0.213117,0.411178,Sadness
People will go to the blockbuster and probably see this movie and think Woody Harrison Kristin Scott Thomas and Willem Dafoe this must be good and rent this movie.,0.061402,0.165927,0.146636,0.306319,0.213087,Joy
boy are they in for a horrible timeIf you like getting ripped off go and rent this movie some people actually did enjoyed this movie but I like to watch a movie with meaning.,0.19632,0.370662,0.050798,0.057766,0.421025,Sadness
Well I just ordered this on my payperview at home because I was bored and needed a laugh.,0.036418,0.008013,0.096872,0.014355,0.867136,Sadness
I have to admit I did chuckle a few times but I dont even remember what parts they were at.,0.114492,0.298933,0.081149,0.051102,0.538441,Sadness
I dont understand why this movie was made.,0.151371,0.406821,0.056609,0.08875,0.35908,Disgust
It claims to be a comedy but seriousuly I dont find a singing penis or a naked 70 year old woman very funny.,0.085931,0.528675,0.111563,0.028512,0.368578,Disgust
This movie was trying to fit itself into the grossout comedies of recent years such as American Pie and Road Trip but it just failed miserably.,0.166305,0.049846,0.167686,0.031728,0.645405,Sadness
It was way to much grossout then it was comedy.,0.160307,0.087735,0.135261,0.293702,0.22426,Joy
Also why on earth did Cameron Diaz attach her name to this movie The only thing I liked about this movie was when Dave and Angela were in the pool.,0.074658,0.155322,0.030128,0.421428,0.188301,Joy
I thought it was sexy and enjoyable and welldone.,0.065589,0.208948,0.040488,0.397673,0.166073,Joy
Besides that avoid this movie.,0.083484,0.149022,0.379412,0.011902,0.494731,Sadness
The film is poorly casted except for some familiar old Hollywood names.,0.196983,0.292914,0.310462,0.008874,0.364768,Sadness
Other performances by unknown names i.  Jennifer Gabrielle are uninspiring.,0.065219,0.118503,0.245187,0.306789,0.159752,Joy
I have seen other films by this director unfortunately this is one of his worst.,0.117691,0.567887,0.242081,0.001554,0.260989,Disgust
Perhaps this is a reflection of the screenplay In a positive note Kim Bassingers and Pat Moritas performance saved the movie from oblivion.,0.036109,0.263321,0.048802,0.419551,0.116225,Joy
I enjoyed Pat more in Karate Kid though.,0.062807,0.056205,0.079057,0.672727,0.026516,Joy
There are many good movies to see and in short this one is not one of them.,0.052301,0.063971,0.118557,0.250063,0.388125,Sadness
Save your money and the celluloid.,0.134886,0.140136,0.262246,0.143738,0.309208,Sadness
I would have liked to give this movie a zero but that wasnt an option This movie sucks The women cannot act.,0.191544,0.393262,0.138554,0.002393,0.456974,Sadness
i should have known it was gonna suck when i saw Bobby Brown.,0.193665,0.195491,0.313144,0.006191,0.455554,Sadness
Nobody in my house could believe i hadnt changed the channel after the first 15 minutes.,0.161602,0.09818,0.11375,0.137096,0.461647,Sadness
the idea of black females as gunslingers in the western days is ridiculous.,0.318495,0.269005,0.057911,0.012582,0.504935,Sadness
its not just a race thing its also a gender.,0.05143,0.274866,0.175641,0.261997,0.169394,Disgust
the combination of the two things is ridiculous.,0.57292,0.278037,0.063225,0.023261,0.233628,Anger
i am sorry because some of the people in the movie arent bad actorsactresses but the movie itself was awful.,0.12717,0.353436,0.239335,0.001029,0.457809,Sadness
