Sentence,Anger,Disgust,Fear,Joy,Sadness,Top Feeling
He is the epitome of charm charisma and appeal in this role.,0.114649,0.133149,0.102916,0.304947,0.239034,Joy
Smith exudes class and taste from every pore and is a good match for Flynn.,0.118801,0.196054,0.083038,0.307338,0.202309,Joy
At this stage he needed a female costar who could stand up to his advances and reputation he was undergoing statutory rape charges at the time and she does so admirably.,0.157717,0.66043,0.078039,0.003421,0.270505,Disgust
She is repulsed by his freshness and cavalier attitude yet can hardly help but fall under his enchanting spell.,0.178373,0.193458,0.224189,0.07554,0.403286,Sadness
Bond is incredibly burly brawny and towering yet tender when the script calls for it.,0.349437,0.143996,0.238552,0.122882,0.199656,Anger
Amusing support is provided by a young and ebullient Carson.,0.094625,0.08227,0.043142,0.472476,0.171538,Joy
Frawley is his dependably cantankerous self as Flynns manager.,0.216608,0.137356,0.034776,0.124077,0.484662,Sadness
The rest of the cast is excellent as well including Flynns rambunctious family and an assortment of stuffy Nob Hill types.,0.0979,0.121802,0.029766,0.49499,0.128049,Joy
The whole thing is beautifully appointed and securely directed.,0.127007,0.138378,0.172232,0.237142,0.253271,Sadness
A few of the sets are amazingly presented.,0.097064,0.045554,0.052936,0.644458,0.050477,Joy
Some of Smiths gowns border on the garish but she suits the upswept hairstyles very well.,0.107052,0.25728,0.127277,0.266409,0.176056,Joy
Its a terrific glimpse into the earliest days of championship boxing but its also so much more.,0.128384,0.106065,0.133066,0.142594,0.449804,Sadness
Some of it like the character traits shown by Flynn is enhanced or exaggerated for entertainment purposes but a lot of it is authentic like the methods and costumes shown in the fight scenes.,0.171147,0.409255,0.028415,0.221268,0.145361,Disgust
One line is particularly memorable I believe you like me more than I like you but its entirely possible that I love you more than you love me.,0.023232,0.023643,0.008286,0.763009,0.079548,Joy
Its classic romantic dialogue and there are more than a few zingers sprinkled throughout the script as well.,0.131026,0.073842,0.176631,0.39597,0.108195,Joy
The first step to getting off of that road that leads to nowhere is recognizing that youre on it in the first place.,0.1039,0.057807,0.254396,0.303535,0.171702,Joy
then it becomes a matter of being assertive and taking positive steps to overcome the negative influences in your life that may have put you on that road to begin with.,0.064812,0.048047,0.450264,0.209243,0.142679,Fear
Which is exactly what a young Latino girl does in Girlfight written and directed by Karyn Kusama.,0.065865,0.27232,0.076919,0.432287,0.057482,Joy
Diana Michelle Rodriguez is an eighteenyearold High School senior from the projects in Brooklyn facing expulsion after her fourth fight in the halls since the beginning of the semester.,0.362594,0.357819,0.19916,0.043954,0.202598,Anger
She affects a whatever attitude which masks a deepseated anger that threatens to take her into places shed rather not go.,0.669999,0.139304,0.275823,0.025574,0.050932,Anger
She lives with her father Sandro Paul Calderon with whom she has a very tentative relationship and her younger brother Tiny Ray Santiago.,0.189242,0.064746,0.039616,0.450692,0.138217,Joy
With her life teetering on the brink of dissolution she desperately needs an outlet through which to channel the demons that plague her.,0.216963,0.19497,0.180934,0.017913,0.525269,Sadness
And one day she finds it without even looking for it when she stops by the gym where Tiny trains.,0.4666,0.276837,0.08516,0.009066,0.35419,Anger
Ironically Tiny wants nothing to do with boxing.,0.543799,0.175887,0.117163,0.024065,0.296763,Anger
he wants to go to art school but Sandro is determined that his son should be able to take care of himself on the streets and pays the ten dollars a week it costs for his lessons.,0.202518,0.10391,0.042995,0.186067,0.41342,Sadness
Ultimately with Tinys help she finds a way and the ring soon becomes her second home.,0.094677,0.027784,0.13637,0.323715,0.277821,Joy
Its an environment to which she readily adapts and it appears that her life is about to take a turn for the better.,0.037221,0.059335,0.266874,0.232718,0.296608,Sadness
And the fact that she will have to fight men not women in gender blind competitions does not faze her in the least.,0.12241,0.515868,0.092192,0.000937,0.440443,Disgust
Diana has found her element.,0.123667,0.107504,0.180717,0.234787,0.273794,Sadness
And theres no candy coating on it either.,0.185169,0.058835,0.208415,0.064006,0.525777,Sadness
as Hector tells Diana when she asks him how he came to be where he is I was a fighter once.,0.312533,0.137941,0.169722,0.034249,0.464322,Sadness
Then looking around the busy gym Like most of these guys theyre going to lose too.,0.158162,0.177078,0.348706,0.038485,0.38241,Sadness
But its all they know And its that honesty of attitude as well as the way in which the characters are portrayed that makes this movie as good as it is.,0.062021,0.026978,0.020548,0.684883,0.087521,Joy
Making her screen debut Michelle Rodriguez is perfectly cast as Diana infusing her with a depth and brooding intensity that fairly radiates off of her in waves.,0.056281,0.061953,0.039408,0.472575,0.212054,Joy
She is so real that it makes you wonder how much of it is really Rodriguez.,0.1771,0.13307,0.275554,0.123034,0.308992,Sadness
exactly where does the actor leave off and the character begin Whatever it is it works.,0.20196,0.132335,0.187523,0.168444,0.292166,Sadness
Its a powerful memorable performance by an actor from whom we will await another endeavor with great anticipation.,0.034824,0.05572,0.041163,0.703441,0.057906,Joy
As positive as this film is however it ends on something of an ambiguous note.,0.078403,0.139065,0.052743,0.4932,0.111704,Joy
though Diana obviously has her feet on the ground theres no indication of where shes headed.,0.327306,0.230453,0.398329,0.00809,0.237795,Fear
And in keeping with the subject matter of the film and the approach of the filmmaker an affirmation of the results of Dianas assertiveness would have been appropriate.,0.12696,0.34513,0.28904,0.127072,0.161392,Disgust
The supporting cast includes Santiago Douglas Adrian Elisa Bocanegra Marisol Alicia Ashley Ricki and Thomas Barbour Ira.,0.139537,0.152297,0.111471,0.334145,0.166833,Joy
That aside its a positive film that for the most part is a satisfying experience.,0.048874,0.096839,0.049841,0.58354,0.093325,Joy
I rate this one 710.,0.15779,0.139351,0.175533,0.117154,0.420548,Sadness
Hmm IMDb rating of 7. 5 good comments bla bla .,0.162499,0.073859,0.463614,0.161787,0.113407,Fear
okay two of my friends and me we orderd Pizza sat down and wanted to see something as cool as Ichi or at least something brainless but funny like Versus.,0.066375,0.149528,0.027771,0.340551,0.283858,Joy
But Naked Blood sucked.,0.222449,0.23556,0.358517,0.000332,0.375503,Sadness
Its a complete waste.,0.546695,0.37655,0.048753,0.011048,0.218932,Anger
Okay the scene with the woman who likes to eat is quite outstanding.,0.056347,0.636501,0.02593,0.1083,0.188093,Disgust
But thats it.,0.170852,0.132864,0.169519,0.17763,0.315218,Sadness
Nothing more nothing less.,0.219335,0.116623,0.170218,0.155819,0.323488,Sadness
I wont summerize the plot other people did already I just wanted to stop the hype.,0.256896,0.194673,0.234377,0.000414,0.492936,Sadness
But watch it and rate for yourself.,0.136569,0.172369,0.048231,0.261027,0.299015,Sadness
Maybe we can push the rating where it sould be.,0.229206,0.117372,0.264175,0.006097,0.529127,Sadness
One more thing that comes to my mind the soundtrack is even worse than Carpenter ever was  okay Johns cool .,0.180502,0.325359,0.091052,0.214658,0.169078,Disgust
This movie is a great attempt towards the revival of traditional Indian values which are being replaced by western ones.,0.077992,0.043664,0.064616,0.362355,0.299449,Joy
Its a joint family story showing all the ethics every person should follow while communicating with every single relative around.,0.077349,0.270326,0.045961,0.251431,0.281296,Sadness
Shahid Kapoor gives a gr88 performance as a desi about to tie knot with Amrita Rao who is also very Desi and she also acts pretty well.,0.030744,0.086239,0.044674,0.565583,0.132279,Joy
The genre of the movie is the same as HAHK and such movies deserve to be made in India for the revival of old traditional values.,0.063597,0.080738,0.032858,0.431044,0.237868,Joy
The movies doesnt get 10 as it isnt very good at music which counts a lot in every moviebesides this it is flawless.,0.37816,0.02916,0.471583,0.03195,0.212912,Fear
Oh it really really is.,0.150827,0.093356,0.25298,0.119544,0.385223,Sadness
Ive seen films that I disliked more due to whatever reason but never have I seen a film that just fails in every single aspect of film making.,0.230699,0.364043,0.118166,0.013756,0.441669,Sadness
It even fails to fail at film making in a Way the Hercules in New York could be said to do.,0.156325,0.259213,0.09916,0.007426,0.620954,Sadness
Its not the film I like the least but it is the very worst film Ive ever seen.,0.201676,0.377984,0.18029,0.003435,0.42659,Sadness
The acting is the first thing that strikes you.,0.200275,0.185995,0.193036,0.193245,0.214973,Sadness
Ive never seen a worse acted film outside of pornography.,0.176229,0.421026,0.322814,0.000368,0.287852,Disgust
In fact Ive plenty of pornographic films that are acted a damn site better than this.,0.296765,0.468243,0.179693,0.031156,0.203844,Disgust
It really is awful.,0.461938,0.184623,0.272071,0.002025,0.286557,Anger
Technically its terrible.,0.428467,0.232217,0.258859,0.002039,0.29252,Anger
The camerawork is amateurish.,0.170852,0.132864,0.169519,0.17763,0.315218,Sadness
The editing is nonsensical.,0.1701,0.12845,0.168622,0.179842,0.314286,Sadness
The plot is nonsensical as many have pointed out.,0.291988,0.173259,0.140092,0.067004,0.409724,Sadness
Ill defend vampires walking in daylight by the fact that despite it being popularized by Nosferatu this was never originally an intrinsic part of the vampire mythos.,0.288734,0.498593,0.075066,0.007435,0.324044,Disgust
Speaking of vampire mythos the writer had evidently read Carmilla or at very least seen The Vampire Lovers.,0.247884,0.471715,0.157377,0.056245,0.201084,Disgust
Im not sure how I feel about this swaying from impressed that a movie this dire has at least some aspirations to a Gothic novel Im very fond of.,0.081938,0.14001,0.362526,0.018428,0.498086,Sadness
or annoyed by its at best sledgehammer references and at worst total desecration of source material.,0.76226,0.130347,0.078727,0.015648,0.141781,Anger
At very least the General is an insult to Peter Cushing though.,0.441755,0.09383,0.27144,0.002015,0.371559,Anger
It gets two stars however merely because I cant bring myself to vote one star for a film that has or at least purports to have both vampires and zombies in it.,0.134914,0.342446,0.142408,0.128993,0.277269,Disgust
So in the end this is not a film so bad its good or so bad its in any way enjoyable even drunk.,0.210873,0.336383,0.1674,0.01909,0.429192,Sadness
Its just a mess and worth noones time watching.,0.254885,0.224966,0.116711,0.21977,0.164372,Anger
Before I watched this tv movie I did not know much about one of my favorite actresses.,0.102126,0.036063,0.113949,0.134645,0.547487,Sadness
After watching it I realized how sad Lucille Balls life really was.,0.005631,0.01105,0.052165,0.00223,0.953259,Sadness
It had its great moments too but I didnt realize how sad it was.,0.00043,0.000936,0.082499,0.004083,0.930192,Sadness
